epoch,train_accuracy_mean,train_accuracy_std,validation_accuracy_mean,validation_accuracy_std,train_accuracy_mode,validation_accuracy_mode
66.0,87.98125,0.5027269388047536,87.22916666666667,0.8049327094028834,finite-shot multinomial N=6000,exact statevector
67.0,87.96041666666667,0.5027683777512933,87.33333333333333,0.7252872993970505,finite-shot multinomial N=6000,exact statevector
68.0,88.1875,0.3042408585315247,87.3125,0.8310385069297331,finite-shot multinomial N=6000,exact statevector
69.0,88.17708333333333,0.2356396436652107,87.26041666666667,0.5145031988886626,finite-shot multinomial N=6000,exact statevector
70.0,88.31874999999998,0.30687436354312503,87.5,0.6336895927818288,finite-shot multinomial N=6000,exact statevector
71.0,88.18541666666668,0.4052327006383698,86.96875,0.8059834830813842,finite-shot multinomial N=6000,exact statevector
72.0,88.32291666666667,0.2506761689245019,87.45833333333333,1.0221505107696551,finite-shot multinomial N=6000,exact statevector
73.0,88.40208333333334,0.3359144856457754,87.65625,0.5991530480603433,finite-shot multinomial N=6000,exact statevector
74.0,88.60625,0.3348273808994736,87.54166666666667,1.0403324789059827,finite-shot multinomial N=6000,exact statevector
75.0,88.59583333333332,0.3115151146680786,87.59375,0.6763297087959392,finite-shot multinomial N=6000,exact statevector
76.0,88.78750000000001,0.43120470776650743,87.77083333333333,0.4915960401250875,finite-shot multinomial N=6000,exact statevector
77.0,88.825,0.30155845204536985,87.82291666666667,0.6770993587847111,finite-shot multinomial N=6000,exact statevector
78.0,88.99166666666667,0.181257183765685,87.34375,0.7046164736933135,finite-shot multinomial N=6000,exact statevector
79.0,89.1125,0.29325756597230257,88.16666666666667,0.6170325491144424,finite-shot multinomial N=6000,exact statevector
80.0,89.11458333333333,0.36822349418073197,87.72916666666667,0.44311868237151397,finite-shot multinomial N=6000,exact statevector
81.0,89.24166666666667,0.3055391409732408,87.95833333333333,0.8222175300166416,finite-shot multinomial N=6000,exact statevector
82.0,89.25625000000001,0.26759928064178184,88.375,0.4825064766404696,finite-shot multinomial N=6000,exact statevector
83.0,89.41666666666667,0.41258837437168283,88.30208333333333,0.49119857661303,finite-shot multinomial N=6000,exact statevector
84.0,89.50208333333332,0.35003720040399494,88.47916666666667,0.761030003788725,finite-shot multinomial N=6000,exact statevector
85.0,89.69166666666666,0.23313980069191417,88.30208333333333,0.4667317662926605,finite-shot multinomial N=6000,exact statevector
86.0,89.78750000000001,0.24736107211928124,88.71875,0.6030521329039472,finite-shot multinomial N=6000,exact statevector
87.0,89.94583333333333,0.3137143073987328,88.66666666666667,0.7067384004471999,finite-shot multinomial N=6000,exact statevector
88.0,90.05,0.2878801834096978,88.79166666666667,0.6692657668420421,finite-shot multinomial N=6000,exact statevector
89.0,89.98333333333333,0.15055453054181536,89.05208333333333,0.479935976632995,finite-shot multinomial N=6000,exact statevector
90.0,90.2375,0.2906888370749708,89.05208333333333,0.7959042289538778,finite-shot multinomial N=6000,exact statevector
91.0,90.39791666666667,0.21145576763632573,89.10416666666667,0.5072392597844401,finite-shot multinomial N=6000,exact statevector
92.0,90.36041666666667,0.27753565836963434,89.1875,0.6766184301362179,finite-shot multinomial N=6000,exact statevector
93.0,90.46249999999999,0.18148691412881493,89.10416666666667,0.5010405838519139,finite-shot multinomial N=6000,exact statevector
94.0,90.46458333333334,0.2310866540210978,89.16666666666667,0.4963407767518872,finite-shot multinomial N=6000,exact statevector
95.0,90.71458333333334,0.30917396667033153,89.21875,0.5473658511452829,finite-shot multinomial N=6000,exact statevector
96.0,90.66666666666667,0.306254251671167,89.22916666666667,0.635741037425355,finite-shot multinomial N=6000,exact statevector
97.0,90.82291666666667,0.22959429798378295,89.33333333333333,0.6144950501563594,finite-shot multinomial N=6000,exact statevector
98.0,90.81875000000001,0.15667442356683528,89.36458333333333,0.631734550002346,finite-shot multinomial N=6000,exact statevector
99.0,90.82916666666667,0.17618645426555005,89.3125,0.6262487524937674,finite-shot multinomial N=6000,exact statevector
100.0,90.83749999999999,0.19332614929181247,89.35416666666667,0.5804990668956038,finite-shot multinomial N=6000,exact statevector
