epoch,train_accuracy,train_objective_loss,validation_accuracy,validation_cross_entropy,validation_objective_loss,learning_rate
1,45.85,1.3995052285194396,65.5625,0.9686109161376953,1.0176466012001038,0.0005874563711541075
2,66.525,0.9354905624389649,70.3125,0.8132088899612426,0.873202006816864,0.0006523371273673209
3,68.925,0.8610041985511779,70.25,0.7723176312446595,0.8393650126457214,0.0007596811800539508
4,70.8625,0.8193643159866333,72.875,0.7208003973960877,0.7930755734443664,0.0009083118183876868
5,71.475,0.805905469417572,73.625,0.7211265945434571,0.7952920460700988,0.001096599745943891
6,70.9375,0.8118141174316407,73.3125,0.720098729133606,0.7961712503433227,0.0013224809411277617
7,71.3,0.812060204744339,71.3125,0.7443087792396545,0.8178827643394471,0.001583479283081367
8,71.75,0.8114891619682312,70.375,0.7516726040840149,0.8281207752227783,0.0018767336950432202
9,71.5125,0.8131203455924988,70.0625,0.7674183106422424,0.8441423034667969,0.002199029507613556
10,70.9625,0.8113922109603882,72.125,0.7186645555496216,0.7951818060874939,0.002546833698119637
11,71.2875,0.8047476835250854,73.9375,0.7047135496139526,0.7806919002532959,0.0029163336197854097
12,71.4375,0.8123753523826599,72.875,0.7314073300361633,0.8066984057426453,0.00330347879615445
13,71.825,0.8128402976989746,71.9375,0.7172116541862488,0.7942998981475831,0.0037040253226136473
14,71.2,0.8095887598991394,73.5,0.7333739233016968,0.804621524810791,0.004113582388285935
15,71.5625,0.8135655813217163,72.5,0.7291893553733826,0.8021530365943909,0.004527660408316761
16,71.85,0.8099711256027222,72.875,0.7851204752922059,0.8593071365356445,0.004941720238925808
17,71.7375,0.8077090315818787,73.8125,0.741269338130951,0.8182941794395446,0.005351222935726098
18,71.4,0.8223104882240295,74.0,0.734687533378601,0.8110526657104492,0.005751679509857352
19,71.4625,0.8126891069412231,72.4375,0.7505752968788147,0.8258910012245179,0.006138700136504379
20,71.2375,0.8176382069587708,73.1875,0.7208106064796448,0.7948763227462768,0.006508042276374297
21,71.525,0.8105536470413208,73.0,0.7210249662399292,0.7975915503501892,0.006855657182622546
22,71.125,0.8198311691284179,69.5,0.7625007271766663,0.838559844493866,0.0071777342834164915
23,71.3375,0.8188815064430237,74.625,0.7117171263694764,0.7861639285087585,0.007470742953612728
24,71.1125,0.8176630878448486,73.1875,0.7441510081291198,0.8160423851013183,0.007731471217644907
25,71.425,0.8174867877960205,73.0,0.7308194923400879,0.807807650566101,0.007957060959359103
26,70.7875,0.8218742938041687,70.9375,0.7328818893432617,0.8091110301017761,0.008145039252824764
27,71.525,0.8136206493377686,73.6875,0.7157346105575562,0.7882196927070617,0.00829334547067134
28,71.5,0.8128527255058289,69.5625,0.7852610945701599,0.8601701664924621,0.008400353872787649
29,71.2125,0.8204768037796021,70.125,0.7974801158905029,0.8713022303581238,0.008464891427765575
30,71.4125,0.8150680403709412,72.0,0.7484364748001099,0.8242526507377624,0.008486251788727682
31,70.4375,0.8275681371688843,73.5,0.7240488052368164,0.7984684658050537,0.008481911183573013
32,70.8375,0.825210099697113,72.25,0.7449074864387513,0.8205886197090149,0.008469034798902677
