epoch,train_accuracy,train_objective_loss,validation_accuracy,validation_cross_entropy,validation_objective_loss,learning_rate
1,67.325,1.237871301651001,79.375,0.6857207393646241,0.939664249420166,0.00032100919397263974
2,82.875,0.8810247547626495,83.3125,0.5871393275260925,0.8784933042526245,0.0003564535203435743
3,84.3375,0.8488865585327149,83.3125,0.5588328790664673,0.8639878082275391,0.00041509564056431327
4,85.2375,0.8292906754016877,85.0625,0.5451970911026001,0.8468603277206421,0.0004962928880843766
5,85.65,0.8238000435829163,82.8125,0.5650367999076843,0.8789721536636352,0.0005991554118073882
6,85.7375,0.8223417913913726,85.0625,0.532264986038208,0.8400487089157105,0.0007225559280838829
7,86.0625,0.8147073483467102,85.3125,0.510646469593048,0.8297564268112183,0.0008651420747580532
8,85.875,0.8177762763500214,85.4375,0.52288316488266,0.8346492910385132,0.0010253512318788376
9,87.0125,0.8024395675659179,86.4375,0.5058085584640503,0.8205929470062255,0.0012014276466532849
10,86.2875,0.8034449915885925,85.875,0.5022764992713928,0.8181093859672547,0.0013914416749676055
11,86.9125,0.800856725692749,86.75,0.4978045916557312,0.8163915872573853,0.0015933109286056161
12,87.025,0.7931493804454803,86.875,0.4939281535148621,0.8161219644546509,0.00180482309640948
13,86.6625,0.8016001935005188,86.875,0.4844709920883179,0.8045528411865235,0.002023660189282699
14,87.15,0.794061674118042,86.125,0.5261817407608033,0.842367238998413,0.002247423943331256
15,87.175,0.7929450438022614,86.8125,0.49446634531021116,0.8089063310623169,0.0024736621027466018
16,87.35,0.7920475540161133,86.6875,0.49783201694488527,0.8221051859855651,0.0026998952943929904
17,87.4375,0.7897121565341949,87.25,0.4941926693916321,0.8084765529632568,0.0029236441995770957
18,87.2,0.7932198889255524,87.0,0.48774788856506346,0.8056857776641846,0.0031424567252209866
19,87.1,0.7952276399135589,86.3125,0.49531386375427244,0.8131115365028382,0.0033539348766660785
20,86.7375,0.7965810463428498,86.875,0.49663466453552246,0.8094198036193848,0.0035557610376055304
21,86.6875,0.7983902890682221,86.0,0.5180908584594727,0.8276254177093506,0.0037457233691399403
22,86.9625,0.7945753250122071,85.0625,0.5354665660858154,0.8467996978759765,0.003921740049604797
23,87.4,0.7907637367248536,85.625,0.5435062909126281,0.8513876295089722,0.004081882089522305
24,87.1125,0.7947894613742829,87.3125,0.4912756013870239,0.8076589226722717,0.004224394471645591
25,87.65,0.7925548727512359,87.8125,0.49864892721176146,0.8093204164505005,0.0043477153844188095
26,87.1125,0.7946868345737458,85.5625,0.5210326433181762,0.8310643148422241,0.004450493338071202
27,86.7875,0.7977640171051026,87.5,0.4664213871955872,0.7913332891464233,0.004531601975767601
28,87.4,0.7926732602119446,87.875,0.4918220996856689,0.8086513185501099,0.004590152417498105
29,87.1625,0.7931690263748169,87.8125,0.4736985182762146,0.8024815988540649,0.004625503001428618
