epoch,train_accuracy,train_objective_loss,validation_accuracy,validation_cross_entropy,validation_objective_loss,learning_rate
1,63.3375,1.3341726398468017,80.625,0.7260436296463013,0.964103307723999,0.00032100919397263974
2,82.35,0.9071153254508972,81.5625,0.6146622490882874,0.8980992937088013,0.0003564535203435743
3,83.6375,0.8635299651622772,84.0625,0.5783356094360351,0.8669818067550659,0.00041509564056431327
4,85.25,0.8366157860755921,84.3125,0.5563485360145569,0.8589116144180298,0.0004962928880843766
5,85.5,0.8309260785579682,85.875,0.5209240460395813,0.8395818734169006,0.0005991554118073882
6,86.0625,0.8186356654167175,85.5,0.5281203389167786,0.8499404907226562,0.0007225559280838829
7,86.7125,0.8157451014518737,85.75,0.5120853662490845,0.8389327049255371,0.0008651420747580532
8,86.65,0.8146231212615966,84.9375,0.531500539779663,0.8568928384780884,0.0010253512318788376
9,85.8375,0.820233791589737,85.375,0.5199239790439606,0.8328915405273437,0.0012014276466532849
10,85.9125,0.8190318338871002,85.0625,0.5504451656341552,0.8477523565292359,0.0013914416749676055
11,86.3625,0.8173606228828431,84.9375,0.5253864002227783,0.8519895982742309,0.0015933109286056161
12,86.5,0.8201896343231201,85.25,0.5373521852493286,0.8488308024406434,0.00180482309640948
13,85.9125,0.8241220400333404,86.25,0.5252362489700317,0.8324350571632385,0.002023660189282699
14,86.575,0.8217171039581299,86.0,0.5273917841911316,0.834686188697815,0.002247423943331256
15,86.1375,0.8198570363521576,85.3125,0.5257750868797302,0.8336027359962463,0.0024736621027466018
16,86.3875,0.8200370652675628,85.6875,0.5128389930725098,0.8313604259490966,0.0026998952943929904
17,86.35,0.8167580187320709,85.3125,0.5194151043891907,0.8437919354438782,0.0029236441995770957
18,86.325,0.8160619819164276,86.0625,0.5244610834121705,0.8310695672035218,0.0031424567252209866
19,85.7125,0.8243237938880921,84.125,0.5302743887901307,0.8482529711723328,0.0033539348766660785
20,85.775,0.8218664934635163,85.6875,0.5366771340370178,0.8317559385299682,0.0035557610376055304
21,85.9875,0.8164579200744629,85.125,0.5217776346206665,0.8338965320587158,0.0037457233691399403
22,86.4625,0.8146121573448181,85.0625,0.5151938462257385,0.8437720370292664,0.003921740049604797
23,86.375,0.8146785311698913,84.0,0.5565692162513733,0.873264627456665,0.004081882089522305
24,85.7625,0.8171395230293274,87.875,0.4786934542655945,0.8034346175193786,0.004224394471645591
25,86.5375,0.808754851102829,85.0,0.5244281435012818,0.8348993492126465,0.0043477153844188095
26,86.55,0.8042245383262634,84.625,0.5382157111167908,0.8531672191619873,0.004450493338071202
27,86.5625,0.8055002191066742,86.375,0.5117453384399414,0.8214202213287354,0.004531601975767601
28,86.8125,0.805586618900299,87.125,0.48163294672966006,0.8120010900497436,0.004590152417498105
29,86.7875,0.8071272392272949,84.0,0.5548065280914307,0.8699494123458862,0.004625503001428618
30,86.9375,0.8043559925556183,85.0,0.5437171339988709,0.860683012008667,0.00463726646849945
31,86.75,0.8088095002174377,85.5,0.5464347410202026,0.8454858112335205,0.004634913241488591
32,86.575,0.8070401127338409,86.0,0.5371207427978516,0.8401829624176025,0.004627895646131992
33,86.9375,0.8089676535129547,86.6875,0.5054376375675201,0.8151929998397827,0.004616227814932779
34,86.8,0.8066903920173645,84.5625,0.5383598494529724,0.8659710931777954,0.004599933245350204
35,86.375,0.8055939357280731,87.0,0.4849748480319977,0.8046168541908264,0.00457904475247888
